company,client,nb_avis_client,date_commande,notes,titre_commentaire,commentaire,date_commentaire,reponse_sav,date_reponse_sav,delai_reponse_sav
Marionnaud,Neulie Minlo,2,2022-10-03,4,Navigation fluide,"Navigation fluide. Je n'ai juste pas apprécié que juste après le paiement de la commande, on me signale qu'un produit serait manquant. Le savoir  d'emblée lors de ma recherche m'aurait évité une perte de temps.",2022-10-18,"Bonjour,Nous vous remercions pour votre avis.Soyez assuré que nous l’avons bien pris en compte et que nous l’avons transmis aux services concernés.Nous vous souhaitons une bonne journée. Cordialement Paul, de l'équipe Marionnaud",2022-10-19 08:16:41.230000+00:00,1.0
Marionnaud,Lilou,1,2022-09-28,5,Efficacité et odeur agréable,"SensorialitéBeau contenant, la crème est assez épaisse donc facile à etaler dans la douche. Le flacon avec pompe permet de doser le produitEfficacitéCe produit est efficace et même avec un temps de pose assez rapide. Il sent très bon et surtout l odeur reste assez longtemps ce qui est très agréableAutre aspect appréciéLa couleur de la bouteille est originaleMon conseil d'utilisationJe conseille de le laisser poser au moins 5 minA qui je le recommandePour les cheveux secs et déshydratés",2022-10-18,"Bonjour, Nous sommes ravis de constater que ce produit correspond à vos attentes et vous remercions pour votre description ainsi que pour vos conseils.Bonne journéeCordialement, Paul, de l'équipe Marionnaud",2022-10-19 08:41:35.047000+00:00,1.0
Marionnaud,Alexandra Rossi,1,2022-09-27,5,Une très belle découverte,"Une très belle découverte! Cet après shampoing renforce le Cheveu. Les cheveux sont gainés tout en gardant leur souplesse. J’ai les cheveux fins et à tendance grasse, mes cheveux ont retrouvé une véritable tenue et j’ai gagné une journée de lavage!! Il faut juste bien respecter le mode d’utilisation pour un effet optimal! Je suis conquise par ce produit! J’aurai aimé l’essayer avec le shampoing 😉",2022-10-18,"Bonjour, Merci beaucoup pour cette description précise. Vous nous donnez envie d'essayer cet après-shampoing ! En vous souhaitant une très bonne journée Cordialement, Marie, de l'équipe Marionnaud",2022-10-19 08:39:04.816000+00:00,1.0
Marionnaud,Hala Sebki,1,2022-09-09,5,Depuis mon plut jeune âge j’ai toujours…,Depuis mon plut jeune âge j’ai toujours acheter mes produits chez Marionnaud en magasin et en ligne rapport qualitee prix très bien .,2022-10-18,"Bonjour, Nous vous remercions pour ce commentaire et sommes ravis d'apprendre que vous êtes satisfait de votre expérience client depuis de nombreuses années.A très bientôt dans l'un de nos magasins ou sur notre site.Belle journée !Cordialement, Marie, de l'équipe Marionnaud",2022-10-19 08:15:22.885000+00:00,1.0
Marionnaud,Sandra,18,2022-09-20,5,Voici maintenant plus de un soin d'exception 3 semaines que…,"Voici maintenant plus de 3 semaines que j'applique ce soin chaque jour, je suis étonnée des effets bénéfiques sur ma peau car elle est beaucoup plus belle, repulpée et revitaliser avec une diminution des rides de déshydratation et ridules liées à mon âge.Un vrai moment de plaisir à l'application avec sa texture crémeuse et fondante ainsi que son odeur délicate. Elle pénètre aussitôt sans effet désagréable. J'adore le packaging rouge qui ne passe pas inaperçue",2022-10-17,"Bonjour,Nous vous remercions pour votre retour concernant ce soin. A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2022-10-19 08:30:18.101000+00:00,2.0
Marionnaud,Corinne Gabriel,6,2022-10-17,5,Cette Eau de Parfum est addictive elle…,"Cette Eau de Parfum est addictive elle reste sur soi tout au long de la journée. Le moindre mouvement la ravive c’est un vrai plaisir, elle est faite pour soi.Fleurie, sucrée et surtout musquée d’un fauve discret mais bien présent.J’en suis accro !",2022-10-17,"Bonjour,Nous sommes ravis d'apprendre que cette eau de parfum correspond à vos attentes et vous souhaitons de passer une agréable journée. Cordialement, Paul, de l'équipe Marionnaud",2022-10-19 08:28:46.429000+00:00,2.0
Marionnaud,Lahcene,1,2022-09-17,5,La perfection,"La perfectionJ'utilise ce parfum depuis maintenant 15 jours et je n'ai que des retours positifs. Boisé et fruité, intense avec une bonne tenue sur la journée. Je recommande fortement.",2022-10-17,"Bonjour,Nous constatons avec plaisir que ce parfum correspond à vos attentes et vous accompagne tout au long de la journée.Bonne journéeCordialementMarie, de l'équipe Marionnaud",2022-10-17 15:10:49.407000+00:00,0.0
Marionnaud,Jacqueline,2,2022-10-17,5,Très bien au niveau des produits…,Très bien au niveau des produits commandés et de la livraison…,2022-10-17,"Bonjour,Nous vous remercions pour votre retour d'expérience et vous souhaitons une bonne journée.CordialementMarie, de l'équipe Marionnaud",2022-10-17 15:03:46.743000+00:00,0.0
Marionnaud,Clarinette,5,2022-10-17,3,colis est arrivé rapidement mais je…,"colis est arrivé rapidement mais je n'ai pas reçu les échantillons, pourquoi les faire choisir si ceux ci ne sont pas mis dans le colis",2022-10-17,"Bonjour,Nous sommes navrés d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais.Belle journéeCordialementPaul, de l'équipe Marionnaud",2022-10-17 15:02:29.233000+00:00,0.0
Marionnaud,Sallier,1,2022-10-01,5,je recommande Marionnaud ou j'ai commandé mes produits en ligne commande conforme a ma demande,je recommande Marionnaud très sérieux,2022-10-16,"Bonjour, Nous vous remercions pour votre recommandation et vous souhaitons une excellente journée.Cordialement, Paul, de l'équipe Marionnaud",2022-10-17 09:05:21.804000+00:00,1.0
Marionnaud,Francoise Boutin,8,2022-09-30,2,L emballage du produit commandé(pas…,L emballage du produit commandé(pas celui du comissimo) était en mauvais état,2022-10-16,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2022-10-17 15:22:02.381000+00:00,1.0
Marionnaud,myvaleria,1,2022-10-16,1,Commande jamais reçu,"Commande jamais reçu, énorme déception, mais Remboursement est faite en totalité.Cordialement",2022-10-18,"Bonjour,Nous sommes navrés d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais.Belle journéeCordialementMarie, de l'équipe MarionnaudBonjour,Nous vous remercions pour votre complément d'informations. Le Service Clients va vous contacter dans les meilleurs délais.Bonne journéeCordialementMarie, de l'équipe MarionnaudBonjour,Le Service Clients vous a laissé un message vocal vous indiquant que votre commande avait été remboursée.Nous vous souhaitons une bonne journée.CordialementMarie, de l'équipe Marionnaud",2022-10-18 07:10:35.830000+00:00,0.0
Marionnaud,Valérie Muhlemann,1,2022-10-02,1,Déçue car il était prévu un set de…,Déçue car il était prévu un set de voyage ou la miniature Fame offerte je n’ai rien eu du tout. Alors même si c'est dans la limite des stocks disponibles vous auriez pu faire un effort. Surtout à ce prix là. Comme demandé voici le numéro de la commande n°907198533,2022-10-29,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'a pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe MarionnaudBonjour, Nous vous remercions pour votre réponse que nous avons communiquée au Service Clients qui vous contactera dans les meilleurs délais. Bonne journéeCordialementPaul, de l'équipe Marionnaud",2022-11-08 10:40:08.981000+00:00,10.0
Marionnaud,toutain,6,2022-10-01,4,Cette fois ci la livraison c'est bien…,Cette fois ci la livraison c'est bien passée avec ColisPrivé bien qu'il vous préviennent quand ils sont en bas de chez vous. Je préférerai Colissimo beaucoup plus fiable et qui vous tiennent informés de l'état d'avancement. Quant au produit Clarins sans surprise je l'utilise depuis de nombreuses années.,2022-10-15,"Bonjour, Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2022-10-17 09:05:43.244000+00:00,2.0
Marionnaud,Valérie Leroy,1,2022-10-15,5,Ma marque préférée DIOR,Ravie de ma commande comme d'habitude.,2022-10-15,"Bonjour,Nous vous remercions pour votre partage d’expérience. A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2022-10-17 09:06:27.854000+00:00,2.0
Marionnaud,Mouche,2,2022-10-15,4,Fleuri et élégant,"Ce parfum Rose naturelle intense est subtil et très agréable à porter. Il renouvelle bien la traditionnelle fragrance à la rose en apportant une touche de modernité. Le packaging, bizarrement, fait un peu ""vieillot"". Pour ce qui est de la tenue, c'est un peu mons bien. Il faut en remettre plusieurs fois au cours de la journée. Plutôt un parfum d'été à mon avis.",2022-10-15,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce parfum.En vous souhaitant une bonne journée.CordialementPaul, de l’équipe Marionnaud",2022-10-17 15:16:19.924000+00:00,2.0
Marionnaud,Sonia B,1,2022-09-20,5,Livraison rapide,"Livraison rapide, bons conseils en magasin.",2022-10-15,"Bonjour, Nous vous remercions pour ce commentaire et sommes ravis d'apprendre que vous êtes satisfait de votre expérience tant en magasin que sur notre site.Belle journée !Cordialement, Marie, de l'équipe Marionnaud",2022-10-17 09:07:04.768000+00:00,2.0
Marionnaud,laaboudi,1,2022-10-10,4,Mascara atelier du sourcil Teinte noire,TeintenoirSensorialitétexture souplepas d'odeur particulièrepackaging sobre et classiquel'emballage carton donne un effet de gamme supérieur à ceux que l'on peut trouver dans les grandes surfacesEfficacitéun regard structuré et modifié en quelques coups de brossepas besoin de rester des heures à appliquer le mascaraau début je n'ai pas compris pourquoi la brosse était courbée et du coup je ne savais pas comment appliquer le mascaraAutre aspect appréciéle coté bombé du mascara facile à tenirtient bien dans la main et aide à l'applicationMon conseil d'utilisationDonner des explications  pourquoi la brosse a était conçu courbéeQuelles résultats obtient-on grâce à cette conceptionA qui je le recommandeà tous mes prochesPourquoi j'ai préféré cette teinteJe ne mets que du noir,2022-10-14,"Bonjour,Nous vous remercions d’avoir partagé votre avis sur ce mascara de couleur noire.En vous souhaitant une bonne journéeCordialementPaul, de l’équipe Marionnaud",2022-10-17 15:20:55.602000+00:00,3.0
Marionnaud,MiMiL,7,2022-10-03,1,Commandes non livrées : A FUIR !,"Commandes non livrées, accueil téléphonique désastreux et absence d'envoi d'échantillons...A EVITER ! Passez votre chemin.",2022-10-14,"Bonjour, Nous regrettons d'apprendre que votre expérience chez Marionnaud n'ait pas été à la hauteur de vos attentes et nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2022-10-14 11:43:13.300000+00:00,0.0
Marionnaud,Debbie,4,2022-10-13,5,Sauvage,Ç est un parfum très viril à l’odeur suave et très épicé. Son odeur est très addictive et  pas du tout entêtante. Il a la suavité d’un Oriental.Les notes de tête : Mandarine et Bergamote Les notes de cœur : Cédre et essence de SantalNote de fond : Vanille de Papouasie Son flacon bleu nuit est très sobre mais très élégant.C’est le parfum actuel de mon homme et je l’adore .,2022-10-13,"Bonjour,Nous vous remercions d'avoir partagé cette description et vous souhaitons une bonne journée.CordialementMarie, de l'équipe Marionnaud",2022-10-14 08:39:25.265000+00:00,1.0
Marionnaud,paris,1,2022-10-03,5,efficace,"Sensorialitéj'ai adoré l'odeur de l'après shampoing , la texture est agréable texture creme , concernant le packaging je trouve l'ouverture tres simple d'utilisation et très pratiqueEfficacitéle point fort de cette après shampoing est son efficacité il a vraiment du volume a mes cheveuxAutre aspect appréciéj'ai aimé l'ouverture par pression que je trouve très pratiqueMon conseil d'utilisationA utiliser comme un après shampoing normal , appliquer puis masser pendant 2 minutes avant de rincerA qui je le recommandeje le recommande a toute celle qui veulent retrouvez du volume et des cheveux hydrater",2022-10-13,"Bonjour,Nous vous remercions pour votre recommandation et votre précise description.Bonne journéeCordialement,Paul, de l'équipe Marionnaud",2022-10-14 08:37:51.812000+00:00,1.0
Marionnaud,françois Richard,1,2022-09-29,1,problème de livraison,"Je déplore que pour une entreprise de livraison qui perd les colis, que je sois obligée de mal noter Marionnaud.A part ce souci, rien n'a dire sur cette enseigne, bien au contraire",2022-10-13,"Bonjour,Nous regrettons d'apprendre que votre colis a été perdu par l'entreprise de livraison et vous prions de bien vouloir accepter nos excuses pour la gêne occasionnée.CordialementMarie, de l'équipe Marionnaud",2022-10-14 08:49:41.303000+00:00,1.0
